Index,description,milePost,publicVideoURL,lat,lon,routePrefix,routeSuffix,routeNumber,cameraCategories,cctvIp,commMode,opStatus,name,id,lastCachedDataUpdateTime
266,I-95/495 AT FORESTVILLE RD,9.7,https://chart.maryland.gov/Video/GetVideo/e5016766026300e50051fa36c4235c0a,38.827396,-76.87814,IS,,95,['Wash. DC'],strmr3.sha.maryland.gov,ONLINE,OK,I-95/495 AT FORESTVILLE RD (316049),e5016766026300e50051fa36c4235c0a,1729719295987
267,I-95 N of Md 22 (C014) MP 84.8,99.36,https://chart.maryland.gov/Video/GetVideo/4d00a5a100e50039004606363d235daa,39.52745,-76.18863,IS,,95,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,C014,4d00a5a100e50039004606363d235daa,1729719295987
268,"ICC MD 200 WB AT Olde Mill Run, MM 4.3 (C204)",4.3,https://chart.maryland.gov/Video/GetVideo/d60032ad00ae0059004d06363d235daa,39.139145,-77.13947,MD,,200,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,"ICC MD 200 WB AT OLDE MILL RN, MM 4.3 (C-204)",d60032ad00ae0059004d06363d235daa,1729719295987
269,US 301 AT MD 213,100.83,https://chart.maryland.gov/Video/GetVideo/b9003a12012f008a005dd336c4235c0a,39.014744,-76.07665,US,,301,['Eastern Shore'],strmr3.sha.maryland.gov,ONLINE,OK,217007,b9003a12012f008a005dd336c4235c0a,1729719295987
270,US 50 W OF SALISBURY,117.23,https://chart.maryland.gov/Video/GetVideo/2700e18300fd00f30056fa36c4235c0a,38.40178,-75.63184,US,,50,['Eastern Shore'],strmr3.sha.maryland.gov,ONLINE,OK,US 50 AT US 50 BUSINESS (122003),2700e18300fd00f30056fa36c4235c0a,1729719295987
271,I-270 & I-370(CAM 84),9.1,https://chart.maryland.gov/Video/GetVideo/f50009a903690075004d823633235daa,39.11885,-77.19585,IS,,270,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,I-270 & I-370,f50009a903690075004d823633235daa,1729719295987
272,Bradley Blvd (MD 191) at Seven Locks Rd (CAM 20),1.35,https://chart.maryland.gov/Video/GetVideo/3f01f568000b0075004d823633235daa,39.01187,-77.16054,MD,,191,['Wash. DC'],strmr3.sha.maryland.gov,ONLINE,OK,Bradley Blvd (MD 191) at Seven Locks Rd,3f01f568000b0075004d823633235daa,1729719295987
273,Paint Branch Pkwy at MFRI,0.0,https://chart.maryland.gov/Video/GetVideo/c5ff65d2008900a1004f823633235daa,38.98286,-76.928925,CO,,3642,['Wash. DC'],strmr10.sha.maryland.gov,ONLINE,OK,Paint Branch Pkwy at MFRI,c5ff65d2008900a1004f823633235daa,1729719295987
274,I-95 AT I-395,52.11,https://chart.maryland.gov/Video/GetVideo/bb01285801f700d700437a45351f0214,39.268005,-76.62457,IS,,95,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,COMM_FAILURE,424001,bb01285801f700d700437a45351f0214,1729719295987
275,"I-95 N, North of King Ave (C023A), MP 65.1",79.63,https://chart.maryland.gov/Video/GetVideo/f80049ce008d0064004d06363d235daa,39.361526,-76.47608,IS,,95,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,C023A,f80049ce008d0064004d06363d235daa,1729719295987
276,US 50 AT EX 5 MD 410,13.27,https://chart.maryland.gov/Video/GetVideo/5eff09b3009600e9004ae33696235daa,38.943695,-76.88058,US,,50,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,COMM_FAILURE,316038,5eff09b3009600e9004ae33696235daa,1729719295987
277,Colesville Rd (US 29) at Fenton St (CAM 24),0.93,https://chart.maryland.gov/Video/GetVideo/13015dbd01210075004d823633235daa,38.99754,-77.027275,US,,29,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,Colesville Rd (US 29) at Fenton St,13015dbd01210075004d823633235daa,1729719295987
278,"I-95 N of O'Donnell St, S Turn (C041)  MP 57.7",57.25,https://chart.maryland.gov/Video/GetVideo/8301fd37011a004b004606363d235daa,39.28448,-76.54653,IS,,95,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,I-95 N OF O'DONNELL ST (C-041),8301fd37011a004b004606363d235daa,1729719295987
279,I-895 at I-695 Interchange MP 3.50 (C045),3.42,https://chart.maryland.gov/Video/GetVideo/9000f4c3c37401b8004606363d235daa,39.232983,-76.66767,IS,,895,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,I-895 AT I-695 INTERCHANGE (C-045),9000f4c3c37401b8004606363d235daa,1729719295987
280,I-68 at MD 639 (Allegany 911 TWR),44.09,https://chart.maryland.gov/Video/GetVideo/7300129800e800dd00451536ea235d0a,39.64817,-78.74731,IS,,68,['Western MD'],strmr5.sha.maryland.gov,ONLINE,COMM_FAILURE,601001,7300129800e800dd00451536ea235d0a,1729719295987
281,WPL C507 at Gantry N-12 MP 2.7,53.84,https://chart.maryland.gov/Video/GetVideo/e30088da2e32001b00503336c4235c0a,38.99289,-76.37495,US,,50,['Annapolis'],strmr3.sha.maryland.gov,ONLINE,OK,WPL C-507 at Gantry N-12 MP 2.7,e30088da2e32001b00503336c4235c0a,1729719295987
282,Ardwick Ardmore Rd at Pennsy Dr,1.7,https://chart.maryland.gov/Video/GetVideo/bd000b0500ea00af004502366d235daa,38.943768,-76.87118,CO,,2428,['Wash. DC'],strmr10.sha.maryland.gov,ONLINE,COMM_FAILURE,Ardwick Ardmore Rd at Pennsy Dr,bd000b0500ea00af004502366d235daa,1729719295987
283,US 50 AT US 113,142.35,https://chart.maryland.gov/Video/GetVideo/a00040f20098007b00488436cf235d0a,38.343163,-75.21379,US,,50,['Eastern Shore'],strmr3.sha.maryland.gov,ONLINE,OK,US 50 AT US 113 (123005),a00040f20098007b00488436cf235d0a,1729719295987
284,US 1 AT CORRIDOR RD,16.72,https://chart.maryland.gov/Video/GetVideo/800064e7009e00dc0065d336c4235c0a,39.136024,-76.81442,US,,1,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,COMM_MARGINAL,713029,800064e7009e00dc0065d336c4235c0a,1729719295987
285,US 50 AT US 301/MD 3,8.07,https://chart.maryland.gov/Video/GetVideo/60003223018200d5005dd336c4235c0a,38.953808,-76.71747,US,,50,['Annapolis'],strmr5.sha.maryland.gov,ONLINE,OK,US 50 AT US 301/MD 3 (316040),60003223018200d5005dd336c4235c0a,1729719295987
286,I-895 N of US 40 Ex 13 Pulaski Hwy (C033) MP 13.4,13.33,https://chart.maryland.gov/Video/GetVideo/2e01710d019100e300441a366e230214,39.303722,-76.54541,IS,,895,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,I-895 N OF US 40 EX 13 PULASKI HWY (C-033),2e01710d019100e300441a366e230214,1729719295987
287,I-83 AT EX 24 BELFAST RD,21.1,https://chart.maryland.gov/Video/GetVideo/35025f6a00710046005fd336c4235c0a,39.549477,-76.66698,IS,,83,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,COMM_FAILURE,403047,35025f6a00710046005fd336c4235c0a,1729719295987
288,US 50 E. OF I-95/495,0.51,https://chart.maryland.gov/Video/GetVideo/3801a55801f700d700437a45351f0214,38.945778,-76.85414,US,,50,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,COMM_FAILURE,US 50 E OF I-95/495 (316021),3801a55801f700d700437a45351f0214,1729719295987
289,US 50 AT I-97,0.2,https://chart.maryland.gov/Video/GetVideo/8301f15800f700d700437a45351f0214,38.98482,-76.57621,IS,,97,['Annapolis'],strmr5.sha.maryland.gov,ONLINE,COMM_FAILURE,502017,8301f15800f700d700437a45351f0214,1729719295987
290,WPL C-502 at Gantry S-1,51.84,https://chart.maryland.gov/Video/GetVideo/5001792f000a00e50063d336c4235c0a,39.00945,-76.40481,US,,50,['Annapolis'],strmr3.sha.maryland.gov,ONLINE,OK,WPL C-502 at Gantry S-1,5001792f000a00e50063d336c4235c0a,1729719295987
291,US 29 N AT MD 32,16.55,https://chart.maryland.gov/Video/GetVideo/a100285e00ba0001004b823633235daa,39.181293,-76.87471,US,,29,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,COMM_FAILURE,US 29 N AT MD 32 (713008),a100285e00ba0001004b823633235daa,1729719295987
292,I-70 West of Exit 29 MD 65 (Hagerstown Tower),28.7,https://chart.maryland.gov/Video/GetVideo/10010d3a00e800dd00451536ea235d0a,39.604496,-77.73668,IS,,70,['Western MD'],strmr5.sha.maryland.gov,ONLINE,OK,621001,10010d3a00e800dd00451536ea235d0a,1729719295987
293,WPL C511 at Gantry N-19 MP 3.9,44.5,https://chart.maryland.gov/Video/GetVideo/1a0172df2d83001300503336c4235c0a,38.987865,-76.35367,US,,50,['Annapolis'],strmr3.sha.maryland.gov,ONLINE,OK,WPL C-511 at Gantry N-19 MP 3.9,1a0172df2d83001300503336c4235c0a,1729719295987
294,I-95 FMT East Vent Bldg Roof Top (C039) MP 55.9,55.41,https://chart.maryland.gov/Video/GetVideo/47017d19019200e300441a366e230214,39.263535,-76.56703,IS,,95,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,"I-95 N FT MCHENRY TUNNEL, N  ROOF TOP (C-039)",47017d19019200e300441a366e230214,1729719295987
295,RWIS MD 51 AT OLDTOWN SALT DOME,15.4,https://chart.maryland.gov/Video/GetVideo/b200c8ac005700170053fa36c4235c0a,39.541943,-78.59309,MD,,51,['Western MD'],strmr3.sha.maryland.gov,ONLINE,OK,RWIS MD 51 AT OLDTOWN SALT DOME,b200c8ac005700170053fa36c4235c0a,1729719295987
296,Arlington Rd at Bradley Blvd (MD 191) (CAM 99),5.97,https://chart.maryland.gov/Video/GetVideo/ae014520036f0075004d823633235daa,38.977753,-77.09902,MD,,191,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,Arlington Rd at Bradley Blvd (MD 191),ae014520036f0075004d823633235daa,1729719295987
297,"I-95 South at Ex 55 Key Hwy, MM 54.1 (C040A On Top DMS 8839)",53.61,https://chart.maryland.gov/Video/GetVideo/e700b9fe004e00100055fa36c4235c0a,39.266327,-76.59765,IS,,95,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,"I-95 S AT  EX 55, KEY HWY (C-040A)",e700b9fe004e00100055fa36c4235c0a,1729719295987
298,I-895 N. OF HARBOR TUNNEL (C036) MM 10.6,10.53,https://chart.maryland.gov/Video/GetVideo/8800eb8800010060005ed336c4235c0a,39.266064,-76.56119,IS,,895,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,OK,I-895 N OF HARBOR TUNNEL,8800eb8800010060005ed336c4235c0a,1729719295987
299,US 50 EAST AT MD 8,46.44,https://chart.maryland.gov/Video/GetVideo/db005dee00e400f60060d336c4235c0a,38.97889,-76.32175,US,,50,['Eastern Shore'],strmr3.sha.maryland.gov,ONLINE,OK,217005,db005dee00e400f60060d336c4235c0a,1729719295987
300,US 1 AT I-195 E RAMP,25.36,https://chart.maryland.gov/Video/GetVideo/2a01600600bf004b0064d336c4235c0a,39.22009,-76.70281,US,,1,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,US 1 AT I-195 E RAMP (403055),2a01600600bf004b0064d336c4235c0a,1729719295987
301,I-95 SB N of Eastern Ave. (C042B),58.61,https://chart.maryland.gov/Video/GetVideo/2401ee34007900d8005bd336c4235c0a,39.294613,-76.53229,IS,,95,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,OK,C-42b,2401ee34007900d8005bd336c4235c0a,1729719295987
302,MD 152 E. of I-95 JOPPA TWR,88.86,https://chart.maryland.gov/Video/GetVideo/1b0011cc006300800045833633235daa,39.43928,-76.3465,IS,,95,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,MD 152 E OF I-95 JOPPA TWR (412001),1b0011cc006300800045833633235daa,1729719295987
303,US 40 WEST OF MARRIOTTSVILLE RD,164.79,https://chart.maryland.gov/Video/GetVideo/02016830009d00160061d336c4235c0a,39.29703,-76.90394,US,,40,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,OK,US 40 W OF MARRIOTSVILLE ROAD (713024),02016830009d00160061d336c4235c0a,1729719295987
304,I-495 & Old Georgetown Rd (MD 187)(CAM 38),5.6,https://chart.maryland.gov/Video/GetVideo/7a0155fb02510075004d823633235daa,39.01569,-77.11975,IS,,495,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,I-495 & Old Georgetown Rd (MD 187),7a0155fb02510075004d823633235daa,1729719295987
305,RWIS US 50 AT OC DRAWBRIDGE,149.02,https://chart.maryland.gov/Video/GetVideo/ca00391d02aa00fa0051fa36c4235c0a,38.334236,-75.09835,US,,50,['Eastern Shore'],strmr3.sha.maryland.gov,ONLINE,OK,RWIS US 50 AT OC DRAWBRIDGE,ca00391d02aa00fa0051fa36c4235c0a,1729719295987
306,University Blvd (MD 193) & Veirs Mill Rd (MD 586)(CAM 150),1.24,https://chart.maryland.gov/Video/GetVideo/0c0159ba01210075004d823633235daa,39.04001,-77.05507,MD,,193,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,University Blvd (MD 193) & Veirs Mill Rd (MD 586),0c0159ba01210075004d823633235daa,1729719295987
307,MD 175 AT I-95 NB OFF RAMP,11.72,https://chart.maryland.gov/Video/GetVideo/5c01720d001f00030065d336c4235c0a,39.176136,-76.789085,MD,,175,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,MD 175 AT I-95 NB RAMP (713034),5c01720d001f00030065d336c4235c0a,1729719295987
308,East West Hwy (MD 410) at Wisconsin Ave (MD 355)(CAM 12),0.0,https://chart.maryland.gov/Video/GetVideo/efff918500020075004d823633235daa,38.98458,-77.09482,MD,,187,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,East West Hwy (MD 410) at Wisconsin Ave (MD 355),efff918500020075004d823633235daa,1729719295987
309,I-68 West of Ex 40 MD 658,38.89,https://chart.maryland.gov/Video/GetVideo/1d0031cf01c000a9005dd336c4235c0a,39.63481,-78.844315,IS,,68,['Western MD'],strmr3.sha.maryland.gov,ONLINE,OK,601007,1d0031cf01c000a9005dd336c4235c0a,1729719295987
310,I-695 AT PARK HGTS,17.02,https://chart.maryland.gov/Video/GetVideo/f7ff419f01d7008c005dd336c4235c0a,39.390312,-76.71429,IS,,695,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,COMM_FAILURE,I-695 AT PARK HGTS (403007),f7ff419f01d7008c005dd336c4235c0a,1729719295987
311,East West Hwy (MD 410) at Georgia Ave (US 29)(CAM 26),0.18,https://chart.maryland.gov/Video/GetVideo/ae01694b01220075004d823633235daa,38.98729,-77.02688,US,,29,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,East West Hwy (MD 410) at Georgia Ave (US 29),ae01694b01220075004d823633235daa,1729719295987
312,MD 100 EAST AT MD 10 SOUTH,17.96,https://chart.maryland.gov/Video/GetVideo/7b017a1600fc00380061d336c4235c0a,39.12813,-76.58187,MD,,100,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,OK,MD 100 E AT MD 10 S (502029),7b017a1600fc00380061d336c4235c0a,1729719295987
313,I-81 at Exit 10 Showalter Rd,10.43,https://chart.maryland.gov/Video/GetVideo/9a00c9410091002b0057fa36c4235c0a,39.70051,-77.73936,IS,,81,['Western MD'],strmr3.sha.maryland.gov,ONLINE,OK,621003,9a00c9410091002b0057fa36c4235c0a,1729719295987
314,US 40 S of Hatem Br (C062) MP 1.8,203.2,https://chart.maryland.gov/Video/GetVideo/760110e924670007004806363d235daa,39.557,-76.09802,US,,40,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,US 40 S OF HATEM BR (C-062),760110e924670007004806363d235daa,1729719295987
315,US 15 at US 40,12.7,https://chart.maryland.gov/Video/GetVideo/8cffcf8b00c500980058fa36c4235c0a,39.41662,-77.43484,US,,15,['Western MD'],strmr3.sha.maryland.gov,ONLINE,OK,US 15 AT US 40 (710009),8cffcf8b00c500980058fa36c4235c0a,1729719295987
316,Sheriff Rd at William Paca Elem. School,0.0,https://chart.maryland.gov/Video/GetVideo/fb00078a0045000c004a02366d235daa,38.912617,-76.87267,,,0,['Wash. DC'],strmr10.sha.maryland.gov,ONLINE,COMM_FAILURE,Sheriff Rd at William Paca Elementary School,fb00078a0045000c004a02366d235daa,1729719295987
317,I-695 AT I-83 JFX,20.26,https://chart.maryland.gov/Video/GetVideo/5101bf5800f700d700437a45351f0214,39.411926,-76.66396,IS,,695,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,COMM_FAILURE,I-695 AT I-83 JFX (403009),5101bf5800f700d700437a45351f0214,1729719295987
318,"I-95 S Prior to I-895 (C027A), MP 62.7",77.15,https://chart.maryland.gov/Video/GetVideo/e9003d5100b200a5004e3336c4235c0a,39.342056,-76.513885,IS,,95,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,I-95 S Prior to I-895 (C-027A),e9003d5100b200a5004e3336c4235c0a,1729719295987
319,MD 43 AT US 40,194.62,https://chart.maryland.gov/Video/GetVideo/9400173a00a8006e004de2369e235daa,39.374214,-76.43308,US,,40,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,MD 43 AT US 40,9400173a00a8006e004de2369e235daa,1729719295987
320,MD 175 AT MD 108,12.53,https://chart.maryland.gov/Video/GetVideo/080162f0000200fa0064d336c4235c0a,39.184513,-76.7987,MD,,175,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,MD 175 AT MD 108 (713036),080162f0000200fa0064d336c4235c0a,1729719295987
321,I-95 NORTH AT MD 100,42.39,https://chart.maryland.gov/Video/GetVideo/c70004d8017800c0005cd336c4235c0a,39.19715,-76.76658,IS,,95,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,OK,I-95 N OF MD 100 (713004),c70004d8017800c0005cd336c4235c0a,1729719295987
322,US 50 AT MD 202,11.97,https://chart.maryland.gov/Video/GetVideo/6001cd5801f700d700437a45351f0214,38.930313,-76.89772,US,,50,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,US 50 AT MD 202 - EX 3 (316020),6001cd5801f700d700437a45351f0214,1729719295987
323,WPL C503 at Gantry N-3 MP 0.9,52.14,https://chart.maryland.gov/Video/GetVideo/b1019e712e53001b00503336c4235c0a,39.00616,-76.40214,US,,50,['Annapolis'],strmr5.sha.maryland.gov,ONLINE,OK,WPL C-503 at Gantry N-3 MP 0.9,b1019e712e53001b00503336c4235c0a,1729719295987
324,RWIS MD-20 AT MD-21,6.6,https://chart.maryland.gov/Video/GetVideo/85000982013700f20053fa36c4235c0a,39.198303,-76.18985,MD,,20,['Eastern Shore'],strmr3.sha.maryland.gov,ONLINE,OK,RWIS MD 20 AT MD 21,85000982013700f20053fa36c4235c0a,1729719295987
325,I-70 at Ex 56 MD 144,55.73,https://chart.maryland.gov/Video/GetVideo/8701c10d073d000800447a45351f0214,39.4067,-77.37482,IS,,70,['Western MD'],strmr5.sha.maryland.gov,ONLINE,OK,710001,8701c10d073d000800447a45351f0214,1729719295987
326,MD 295 AT MD 197,11.03,https://chart.maryland.gov/Video/GetVideo/d200eb57008f002c0058fa36c4235c0a,39.05107,-76.84137,MD,,295,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,OK,316053,d200eb57008f002c0058fa36c4235c0a,1729719295987
327,I-95/495 AT MD 414,4.3,https://chart.maryland.gov/Video/GetVideo/9d00119e00770051004de33696235daa,38.808247,-76.97134,IS,,95,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,I-95/495 AT MD 414 (316044),9d00119e00770051004de33696235daa,1729719295987
328,RWIS US 13 AT US 113 (North),4.5,https://chart.maryland.gov/Video/GetVideo/1e01f2f2004d001e0052fa36c4235c0a,38.064312,-75.54783,US,,13,['Eastern Shore'],strmr3.sha.maryland.gov,ONLINE,OK,RWIS US 13 AT US 113 (NORTH),1e01f2f2004d001e0052fa36c4235c0a,1729719295987
329,MD 404 AT CHOPTANK RIVER,13.84,https://chart.maryland.gov/Video/GetVideo/9900ea4405b500e20052fa36c4235c0a,38.8966,-75.83442,MD,,404,['Eastern Shore'],strmr3.sha.maryland.gov,ONLINE,OK,RWIS MD 404 AT CHOPTANK RIVER,9900ea4405b500e20052fa36c4235c0a,1729719295987
330,MD 4 AT THOMAS JOHNSON BRIDGE,8.5,https://chart.maryland.gov/Video/GetVideo/ff001e1901b6005e005dd336c4235c0a,38.318428,-76.48547,MD,,4,['Southern MD'],strmr3.sha.maryland.gov,ONLINE,OK,MD 4 AT THOMAS JOHNSON BRIDGE (518001),ff001e1901b6005e005dd336c4235c0a,1729719295987
331,I-68 at Exit 24 Lower New Germany Rd,23.9,https://chart.maryland.gov/Video/GetVideo/61fffc8f008300a0005dd336c4235c0a,39.683426,-79.07151,IS,,68,['Western MD'],strmr3.sha.maryland.gov,ONLINE,OK,611005,61fffc8f008300a0005dd336c4235c0a,1729719295987
332,US 301 HWN BRIDGE M.M. 2.6 C-303,2.62,https://chart.maryland.gov/Video/GetVideo/47018f7b005100330063d336c4235c0a,38.365963,-76.96755,US,,301,['Southern MD'],strmr3.sha.maryland.gov,ONLINE,OK,US 301 HWN BRIDGE M.M. 2.6 C-303,47018f7b005100330063d336c4235c0a,1729719295987
333,Bradley Blvd (MD 191) at River Road (MD 190)(CAM 10),10.02,https://chart.maryland.gov/Video/GetVideo/3101502603df0077004d823633235daa,39.001873,-77.18082,MD,,190,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,Bradley Blvd (MD 191) at River Rd (MD 190),3101502603df0077004d823633235daa,1729719295987
334,I-70 West of Bartholows Rd,64.03,https://chart.maryland.gov/Video/GetVideo/1101dd5c00fa0006005bfa36c4235c0a,39.37497,-77.228615,IS,,70,['Western MD'],strmr3.sha.maryland.gov,ONLINE,OK,710011,1101dd5c00fa0006005bfa36c4235c0a,1729719295987
335,US 29 NORTH AT BROKEN LAND PKWY,18.19,https://chart.maryland.gov/Video/GetVideo/95ff27b100a900b4004b823633235daa,39.20199,-76.85962,US,,29,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,US 29 N AT BROKENLAND PKWY (713010),95ff27b100a900b4004b823633235daa,1729719295987
336,I-695 W OF MD 41,26.92,https://chart.maryland.gov/Video/GetVideo/0f000df40056008d004be2369e235daa,39.399834,-76.55346,IS,,695,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,I-695 W OF MD 41 (403014),0f000df40056008d004be2369e235daa,1729719295987
337,I-695 N OF Ex 17 at Dogwood Rd,11.42,https://chart.maryland.gov/Video/GetVideo/3b00149c00e000a6004e3436c4235c0a,39.323887,-76.744415,IS,,695,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,I-695 N OF Ex 17 (403037),3b00149c00e000a6004e3436c4235c0a,1729719295987
338,RWIS MD 140 AT MD 97,28.08,https://chart.maryland.gov/Video/GetVideo/45009b93007700d30050fa36c4235c0a,39.591087,-76.99887,MD,,140,['Baltimore'],strmr3.sha.maryland.gov,ONLINE,OK,RWIS MD 140 AT MD 97,45009b93007700d30050fa36c4235c0a,1729719295987
339,I-68 at Exit 33 MD 736 Midlothian Rd,32.78,https://chart.maryland.gov/Video/GetVideo/7200276f018000a8005dd336c4235c0a,39.641003,-78.95072,IS,,68,['Western MD'],strmr3.sha.maryland.gov,ONLINE,OK,601002,7200276f018000a8005dd336c4235c0a,1729719295987
340,I-95/495 AT MD 210,2.58,https://chart.maryland.gov/Video/GetVideo/6900ed9d0021000a005ed336c4235c0a,38.801464,-77.00128,IS,,95,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,old I-95/495 AT MD 210 (316010),6900ed9d0021000a005ed336c4235c0a,1729719295987
341,I-495 & River Rd (MD 190)(CAM 16),11.43,https://chart.maryland.gov/Video/GetVideo/c600bd2b00070075004d823633235daa,38.990845,-77.15865,MD,,190,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,I-495 & River Rd (MD 190),c600bd2b00070075004d823633235daa,1729719295987
342,I-97 N OF MD 32,8.2,https://chart.maryland.gov/Video/GetVideo/1b0001f0019700c40051fa36c4235c0a,39.074738,-76.63023,IS,,97,['Annapolis'],strmr3.sha.maryland.gov,ONLINE,OK,502022,1b0001f0019700c40051fa36c4235c0a,1729719295987
343,I-270 & Middlebrook Rd(CAM 88),13.96,https://chart.maryland.gov/Video/GetVideo/520119f4036b0075004d823633235daa,39.17515,-77.24724,IS,,270,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,I-270 & Middlebrook Rd,520119f4036b0075004d823633235daa,1729719295987
344,"ICC MD 200 WB N OF NEEDWOOD RD, MM 5.1 (C209)",5.05,https://chart.maryland.gov/Video/GetVideo/bc001dc100950059004d06363d235daa,39.13391,-77.1264,MD,,200,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,"ICC MD 200 WB AT NEEDWOOD RD, MM 5.1 (C-209)",bc001dc100950059004d06363d235daa,1729719295987
345,I-83 N OF I-695 EX 24,11.45,https://chart.maryland.gov/Video/GetVideo/4701b55800f700d700437a45351f0214,39.422703,-76.63864,IS,,83,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,403023,4701b55800f700d700437a45351f0214,1729719295987
346,MD 295 AT MD 202,1.5,https://chart.maryland.gov/Video/GetVideo/a800e67c000b0089005cd336c4235c0a,38.933407,-76.91906,MD,,295,['Wash. DC'],strmr3.sha.maryland.gov,ONLINE,OK,316052,a800e67c000b0089005cd336c4235c0a,1729719295987
347,I-895 N of Eastern Ave (C034) MM 12.2,12.13,https://chart.maryland.gov/Video/GetVideo/67017443019100e300441a366e230214,39.287464,-76.5539,IS,,895,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,OK,I-895 N OF EASTERN AVE (C-034),67017443019100e300441a366e230214,1729719295987
348,MD 665 AT RIVA ROAD,0.93,https://chart.maryland.gov/Video/GetVideo/9600f63a001d0096005dd336c4235c0a,38.979233,-76.54941,MD,,665,['Annapolis'],strmr5.sha.maryland.gov,ONLINE,OK,MD 665 AT RIVA ROAD (502003),9600f63a001d0096005dd336c4235c0a,1729719295987
349,I-695 EX 24 AT I-83,21.91,https://chart.maryland.gov/Video/GetVideo/4c01ba5800f700d700437a45351f0214,39.419853,-76.63856,IS,,695,['Baltimore'],strmr5.sha.maryland.gov,ONLINE,COMM_FAILURE,I-695 EX 24 AT I-83 (403010),4c01ba5800f700d700437a45351f0214,1729719295987
350,I-95/495 AT I-295,1.68,https://chart.maryland.gov/Video/GetVideo/3301a05801f700d700437a45351f0214,38.79567,-77.01584,IS,,95,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,I-95/495 AT I-295 (316008),3301a05801f700d700437a45351f0214,1729719295987
351,US 50 AT Ex. 27 MD 2,46.54,https://chart.maryland.gov/Video/GetVideo/6f01dd5800f700d700437a45351f0214,39.014675,-76.490585,US,,50,['Annapolis'],strmr5.sha.maryland.gov,ONLINE,OK,502015,6f01dd5800f700d700437a45351f0214,1729719295987
352,MD 64 AT MD 418,12.39,https://chart.maryland.gov/Video/GetVideo/c000e031002400b90055fa36c4235c0a,39.707848,-77.572975,MD,,64,['Western MD'],strmr3.sha.maryland.gov,ONLINE,OK,RWIS MD 64 AT MD 418,c000e031002400b90055fa36c4235c0a,1729719295987
353,Bradley Blvd (MD 191) at Wisconsin Ave (MD 355)(CAM 11),6.4,https://chart.maryland.gov/Video/GetVideo/f70054e703e00077004d823633235daa,38.97679,-77.09127,MD,,191,['Wash. DC'],strmr5.sha.maryland.gov,ONLINE,OK,Bradley Blvd (MD 191) at Wisconsin Ave (MD 355),f70054e703e00077004d823633235daa,1729719295987
